char,pca_3,pca_5,pca_7
48,[3503.34389652  639.82738388 -697.01301753],"[ 3503.34382238   639.82562448  -697.02782765  -535.17902492
 -1188.37312331]","[ 3503.34394361   639.82941315  -697.0126438   -535.33502823
 -1188.3907433   -482.61753272  -852.96023454]"
49,[-1656.09625279   977.34114168 -1149.63039077],"[-1656.09632256   977.33737353 -1149.62184237   -91.84278863
  -483.90557597]","[-1656.09625206   977.3393085  -1149.61595443   -91.91888009
  -483.96357265 -2104.95257853   529.7177686 ]"
50,[  -37.52790611    94.6491559  -1625.47167475],"[  -37.52766482    94.65777598 -1625.49941172   963.7405569
   -63.33695151]","[  -37.52764418    94.65832812 -1625.49672435   963.72964121
   -63.29387856  -809.09579023  1346.92865061]"
51,[ 607.49556906   18.68216703 -857.41435808],[ 607.49550079   18.68278987 -857.43493701  451.90647183 -112.81811229],"[ 607.49559656   18.68480331 -857.43050232  451.82245251 -112.81087632
 -801.419545   1884.9572478 ]"
52,[ -127.73632529 -1815.58778082  1128.96472521],"[ -127.73667365 -1815.58555762  1128.92796866  -114.00058444
  1271.30138481]","[ -127.73649707 -1815.58030527  1128.94290064  -114.2127749
  1271.21751439  -262.11734987   436.22439687]"
53,[ 1075.7507306    141.8532557  -1250.72294824],"[ 1075.75047685   141.84368629 -1250.71896679   841.51564341
  -441.64347299]","[ 1075.75056728   141.84519555 -1250.71832333   841.42857895
  -441.6995763   -785.88861644   902.06802501]"
54,[ 2451.68424726  -440.33070642 -1332.61888109],"[ 2451.6839566   -440.3397443  -1332.63573894   320.03400118
  -488.54582168]","[ 2451.68413965  -440.33503155 -1332.62119597   319.8234482
  -488.58384092  -779.50035786  -900.34702242]"
55,[-1234.42943641   973.13187642  -700.67937675],"[-1234.42940468   973.14030557  -700.70791117   795.63598577
    34.65459884]","[-1234.42937968   973.14144413  -700.70288007   795.60051484
    34.69180573  -808.34064674  1134.13370989]"
56,[2185.48476334 -423.33434978 -886.23101375],[2185.48465204 -423.33200173 -886.25779294 1076.73195192 -388.60839165],"[2185.48469305 -423.33156464 -886.25568644 1076.69051253 -388.58741426
 -781.83228884 1283.60656402]"
57,[1686.00719742  -16.49850424 -226.84446056],"[ 1686.00727328   -16.49984202  -226.85713044   598.35245255
 -1539.79300552]","[ 1686.00734608   -16.49761341  -226.84540601   598.23909901
 -1539.87560267  -573.76264229   600.29558566]"
58,[-2021.29927475  1193.51511567  -259.93825395],"[-2021.29949515  1193.51361208  -259.93258308 -1067.83462489
  -731.50841373]","[-2021.29950626  1193.51272004  -259.93924187 -1067.79315592
  -731.47316949   208.64282318  -504.75854793]"
59,[-2372.04212699  1038.20083648   163.90600544],"[-2372.0422662   1038.20116917   163.91260901 -1237.69192025
  -795.00158136]","[-2372.04228945  1038.20019803   163.9072299  -1237.64537428
  -794.98472402   -89.2425048   -760.80514423]"
60,[-1308.47087175  -325.76261896  1202.98577019],"[-1308.471       -325.75959392  1202.97773693   -91.99731024
  -559.79032485]","[-1308.47103838  -325.76056823  1202.97476229   -91.95226819
  -559.74202625   813.5949511   -264.56249555]"
61,[-1182.09758915  -653.77039471  1303.434423  ],"[-1182.09781468  -653.7710073   1303.42758945  -384.84082799
  -142.50069621]","[-1182.09781809  -653.77145821  1303.42022474  -384.83063539
  -142.5192968    520.63748139  -263.76797843]"
62,[-1154.13151964  -219.87351642   881.01099762],"[-1154.13163753  -219.87698464   881.00493627  -229.55521062
  -276.76556865]","[-1154.13159724  -219.87591392   881.00845606  -229.61175715
  -276.8071419    479.03713558   166.18603681]"
63,[-1422.0846681   1018.82474013  -582.71976851],"[-1422.08462887  1018.83169717  -582.75998299   298.00510327
  -600.38165547]","[-1422.0845804   1018.83298943  -582.75352421   297.93552195
  -600.36344768  -527.36936011   845.33203802]"
64,[ -270.45412728 -1862.99899588  3177.585525  ],"[ -270.45443219 -1863.0040244   3177.5961965    584.94572359
  -298.60857302]","[ -270.45447174 -1863.00658251  3177.57926591   585.02067924
  -298.64373383   273.61794783   981.65495529]"
65,[  163.17078427 -2323.81991445  2261.92202826],"[  163.17060237 -2323.82060963  2261.91571726  -320.20951818
  3835.66705072]","[  163.17064476 -2323.81924964  2261.92292314  -320.25738761
  3835.69565608  -690.88268454  -189.92375218]"
66,[3094.49878812 -890.35160733 -737.3103571 ],[3094.49886934 -890.3495886  -737.31251458 1484.14594834 -698.39157369],"[ 3094.49881631  -890.3512072   -737.31570868  1484.2123703
  -698.34459132 -1366.65147849   101.56050074]"
67,[ 1957.57960447  1042.77102296 -1824.45763098],"[ 1957.57937272  1042.76757159 -1824.48065194   785.29691715
  -379.26827922]","[ 1957.57955582  1042.77238761 -1824.46392084   785.10431256
  -379.18209486  -462.41286377 -1622.68517382]"
68,[3652.40829884 2614.3566708   569.17015892],[3652.40851292 2614.35957425  569.18712507 -168.93666312 -197.64370774],"[3652.4084297  2614.35734721  569.17981803 -168.82295127 -197.59577401
 -177.80424394 -261.74662939]"
69,[  921.4607785   -681.33106499 -2858.93667679],"[  921.4606822   -681.33338825 -2858.92062232  2923.57926759
  -112.66034418]","[  921.4606288   -681.33479912 -2858.92631835  2923.63756366
  -112.69327433  -726.52434517    87.62018737]"
70,[ -198.05108246  -896.48241755 -1650.40813693],"[ -198.05100322  -896.48417498 -1650.39816528  2600.87189182
   397.81083368]","[ -198.05103469  -896.48383556 -1650.39050608  2600.85352659
   397.72519843    85.46239686   152.96596673]"
71,[3229.93122663 2797.3147458  -908.09363882],[3229.93105121 2797.31054763 -908.1444282   257.56869625  692.89038912],"[3229.93132974 2797.31865954 -908.11191228  257.20590045  692.77389168
 -713.68800031 -258.72480333]"
72,[2780.38008326 1696.36016255 2833.22129206],[2780.38031419 1696.36076034 2833.22182099  486.15259358 -219.0433774 ],"[2780.38025235 1696.35877708 2833.21425027  486.20983753 -219.11514454
  -84.81110051 -665.39912858]"
73,[-2981.29320325  1290.87725121   -24.47473533],"[-2981.29327611  1290.87496831   -24.4619363  -1094.98900149
  -405.41297848]","[-2981.29328429  1290.87525975   -24.45947039 -1094.98744757
  -405.40832805 -1841.59376172   145.58606326]"
74,[-1989.71450418   864.90124972  -419.37623078],"[-1989.71467755   864.9020468   -419.37767773  -876.96951017
  -374.74567272]","[-1989.71464571   864.9032145   -419.37355771  -877.00322111
  -374.78741933 -1568.64176414   736.97143615]"
75,[  570.34106868 -1185.49636581   530.51157926],"[  570.34118087 -1185.49764642   530.53805757  1630.88921191
 -1322.86593803]","[  570.34110138 -1185.49951607   530.53423996  1630.98515183
 -1322.79011988  -482.21748246  1360.61391562]"
76,[ -900.37300818  -284.05808595 -1914.71071828],"[ -900.37308599  -284.06056118 -1914.71354763  1343.08310303
   398.57547394]","[ -900.37299779  -284.05841367 -1914.70671311  1342.98648078
   398.50989495  2428.40625081  -401.24228526]"
77,[-296.35182928  236.74974877 1881.45185872],"[ -296.35253682   236.73915647  1881.47830514   258.12676997
 -1368.10331219]","[ -296.35256421   236.7381002   1881.47397193   258.16642409
 -1368.065596    2161.83036764  1016.11302941]"
78,[2342.35890444 2484.43256266 3164.19876222],[2342.35905113 2484.42795504 3164.19855131  -14.0401129   211.80545984],"[2342.35915835 2484.43105854 3164.20843235  -14.20916352  211.60225063
  684.02429044 1021.44250766]"
79,[3177.3510649  4345.59693281 -395.05259042],[3177.35109625 4345.60059039 -395.05748596 -132.6194873   736.60296575],"[3177.35104199 4345.59955683 -395.05546206 -132.58354779  736.61292509
  569.09802171 1251.42771178]"
80,[ 1119.03184125 -1153.37899049  -434.69193166],"[ 1119.03224203 -1153.37363109  -434.67347274  2093.77897351
  -996.02700032]","[ 1119.03206043 -1153.37725391  -434.67640344  2093.929281
  -996.04339811  -709.93376086    22.13392532]"
81,[2570.98535094 3637.94927731 1336.56988036],[2570.98518251 3637.94687085 1336.55980227 -774.36565948  124.9425217 ],"[2570.98522646 3637.94883791 1336.5715947  -774.45283084  124.91694978
 1126.25938812 1214.1730864 ]"
82,[ 1991.96375454 -1545.25571069   554.21611078],"[ 1991.96417428 -1545.25307258   554.22354738  2070.65516348
  -947.6183435 ]","[ 1991.96407181 -1545.25539926   554.22090326  2070.74513529
  -947.58425026 -1306.34966354   774.68092972]"
83,[  836.36675458   299.88066324 -1611.06329114],"[  836.36656993   299.87314051 -1611.07323281   968.26430397
  -348.47793406]","[  836.36670989   299.87615197 -1611.06598453   968.10539752
  -348.56695184  -615.07564196  1324.2016186 ]"
84,[-2189.90279008  1935.57979262  -728.20876915],"[-2189.90286938  1935.57604885  -728.19153953  -154.34872613
   -50.75542796]","[-2189.90286106  1935.57693146  -728.18739197  -154.36911011
   -50.73793527 -1848.23317859   703.48250796]"
85,[3412.48018647 2942.21591344 1071.18080703],"[ 3412.48023543  2942.21864485  1071.18542688 -1512.22763621
  -817.24967035]","[ 3412.48022273  2942.21777973  1071.17643092 -1512.17878412
  -817.25962138  1109.10544216  -754.14796454]"
86,[  33.30406653 -128.7416408  1112.64526899],"[   33.30366798  -128.7391736   1112.65351735   411.61737249
 -1555.94259191]","[   33.30361979  -128.74038732  1112.6479892    411.68762285
 -1555.90774682  1645.34398198  -238.69159612]"
87,[   80.1550516  -1148.38622607  1647.33543937],"[   80.15505521 -1148.39977193  1647.36061605   391.28596098
  2506.99372726]","[   80.15506239 -1148.40070499  1647.35577537   391.31091906
  2507.07064926   185.17765242  2294.75313785]"
88,[-352.08271418 -535.83979479 1096.77143399],[-352.08255332 -535.8382581  1096.77179135 1529.19045092 -445.14000649],"[-352.08251906 -535.83777446 1096.77005169 1529.19121005 -445.04011834
  610.08733136 2932.16425461]"
89,[-1771.11423781   746.04944065   528.28584615],"[-1771.11456141   746.05716323   528.25733357  1005.05818074
 -1077.34208992]","[-1771.11452729   746.0574672    528.25546785  1005.04293641
 -1077.29138484  -413.96202244  1560.36694749]"
90,[  141.67811206   653.77321735 -1940.16824445],"[  141.67832145   653.77661563 -1940.16419816  1347.61462965
   100.42352519]","[  141.67831726   653.77637396 -1940.16567916  1347.67590524
   100.60154259  -569.23158478  1841.03973487]"
91,[-3033.63975726  1312.83509395   -51.78824163],"[-3033.63942039  1312.83440258   -51.78306388  -274.94034252
   405.18296635]","[-3033.63944708  1312.83315512   -51.78908955  -274.88814442
   405.25192255  -192.69435105  -865.15711998]"
92,[-1845.53310945   501.05308125   222.9697735 ],"[-1845.53298421   501.04706076   222.97276297   101.60509305
  -241.065553  ]","[-1845.53287479   501.050405     222.98249002   101.42913528
  -241.28045198   451.93117419   490.93297105]"
93,[-2864.88806204  1348.18318999   333.91594765],"[-2864.88812648  1348.18538646   333.93105126  -710.96617704
  -314.88793563]","[-2864.88820614  1348.18310043   333.92106798  -710.86315997
  -314.9060946  -2470.95416864  -321.82561073]"
94,[-1118.42947423 -1296.65855656   519.47189717],"[-1118.42952167 -1296.65743862   519.46145926  -291.58050247
  1228.33994371]","[-1118.42948144 -1296.65641983   519.46462901  -291.64404505
  1228.24989628  -131.01424597 -1107.79216012]"
95,[-2034.62043947   778.30871695   688.66975293],"[-2034.62024275   778.31199835   688.66918116  -250.81130779
  -729.74717188]","[-2034.62029181   778.31019659   688.66117328  -250.73725153
  -729.72924768   613.93943387 -1339.2954887 ]"
96,[-1867.03065576   933.32552146    98.74210668],"[-1867.03057293   933.32630213    98.74761614  -453.58322215
   154.15310735]","[-1867.03061573   933.32499855    98.7431322   -453.52686662
   154.17631878   113.28716096 -1058.74470059]"
97,[  597.70779135 -2111.30886961  -837.95087821],"[  597.70802084 -2111.30849595  -837.93004391 -2137.85722136
  -259.48816778]","[  597.70797027 -2111.31030583  -837.9428223  -2137.7609236
  -259.44144445   580.84595349  1669.05710234]"
98,[ 2535.9967837  -1582.53264707  -183.02357099],"[ 2535.99658907 -1582.53321832  -183.01222812 -1133.38986176
 -1161.90565749]","[ 2535.99648151 -1582.53669032  -183.02341003 -1133.25523343
 -1161.85531423   314.61854134  -577.2495693 ]"
99,[ -361.79325154 -1188.10753639 -1336.8599756 ],"[ -361.79351044 -1188.10184853 -1336.86270953  -805.54135902
  -248.59250805]","[ -361.79361474 -1188.10519648 -1336.87608285  -805.39206112
  -248.49398454  1391.39834216  -612.95624491]"
100,[ 2519.47859913 -1605.74107724  -127.04133326],"[ 2519.47848574 -1605.74101681  -127.05554604 -1945.67165962
  -919.52545128]","[ 2519.47856103 -1605.73975415  -127.05870658 -1945.72916178
  -919.52438508   121.66503951   -73.22683268]"
101,[  922.70008783 -2066.36127614 -1233.02283551],"[  922.7002475  -2066.35606092 -1233.01968721 -2321.14819367
  -222.45104001]","[  922.7001555  -2066.35811634 -1233.02067478 -2321.06298871
  -222.45282376   554.89018403   -47.27033043]"
102,[-2799.54027397   611.06791715  -487.60516515],"[-2799.5402755    611.06582979  -487.62002441 -1050.26388007
   360.89151096]","[-2799.54019933   611.0676758   -487.61344646 -1050.35042402
   360.9316646   -377.30296425   373.86491845]"
103,[    7.64135482 -2330.43449727  2367.42628372],"[    7.64200629 -2330.427875    2367.39968686  2369.13349877
 -1566.22942302]","[    7.64204548 -2330.42702916  2367.40422663  2369.10043086
 -1566.17546412  -870.26756112  -335.95898041]"
104,[ 1890.8773684  -2217.99307529   820.42434427],"[ 1890.87747264 -2217.99642077   820.44967741  -484.2705553
  -969.63523568]","[ 1890.87730476 -2218.00171021   820.43221922  -484.07455921
  -969.5810535    -48.965924    -313.5854016 ]"
105,[-2710.90241737  1398.85755632  -235.16546518],"[-2710.90251797  1398.85688697  -235.15873383  -874.87820927
  -512.03297062]","[-2710.90253829  1398.85678105  -235.15709902  -874.86241365
  -512.01160012 -1558.16843986   195.27262592]"
106,[-3243.67602763  1313.96606227   374.98843205],"[-3243.67587824  1313.96520891   374.99486593  -899.13700979
  -712.9004371 ]","[-3243.67590091  1313.96428017   374.99082256  -899.09944189
  -712.88245782  -940.99557071  -264.83886688]"
107,[ -503.46133555 -1616.65691074  -395.51302168],"[ -503.46131362 -1616.6539027   -395.51931856  1762.050448
  -840.59490062]","[ -503.46133445 -1616.65354322  -395.51473316  1762.01772537
  -840.72969853   888.58696881  1170.56065262]"
108,[-2942.83764246  1360.73884775   -30.01613098],"[-2942.83773646  1360.73656603   -30.00695258 -1140.18123854
  -452.81398372]","[-2942.83773355  1360.73710048   -30.00323431 -1140.19527515
  -452.81766257 -2042.49867558   119.39660037]"
109,[-1806.7015286   1419.56289512  1051.98755153],"[-1806.70201498  1419.55665631  1051.97961199  -590.3947553
  -813.94411049]","[-1806.70198894  1419.5574032   1051.98310525  -590.46062522
  -813.97219551   129.92329829  2135.62510839]"
110,[ 1350.36867716 -2360.34728195   744.95622065],"[ 1350.36887646 -2360.34979631   744.9711068  -1307.41420456
  -531.77231399]","[ 1350.36875909 -2360.35359454   744.95751613 -1307.27258345
  -531.72511611    77.49188725  -563.1344718 ]"
111,[ 2138.81359222 -1181.70156495  -434.94790717],"[ 2138.81348339 -1181.70000416  -434.96269218 -2704.45255827
  -285.13410904]","[ 2138.81351159 -1181.69969648  -434.96440331 -2704.47698135
  -285.17535522   466.78699493  -797.92988798]"
112,[ 1060.86383773 -1842.84434789  2368.20395838],"[ 1060.86386958 -1842.84979614  2368.22539234   410.21795445
 -1648.36150244]","[ 1060.86392171 -1842.84676471  2368.24255693   410.13227216
 -1648.36123625    82.56837733 -1273.20286785]"
113,[ 1043.63952979 -1834.82788407  2325.52577139],"[ 1043.63947979 -1834.83417253  2325.51472626   236.06117618
 -1475.84588597]","[ 1043.63968557 -1834.8277032   2325.53901659   235.80364004
 -1475.87331592   -36.93097222 -1675.20181104]"
114,[-2386.54872516   197.86362013  -332.5142632 ],"[-2386.5486757    197.86633246  -332.5311486   -314.53406744
    53.18166051]","[-2386.54868202   197.86583312  -332.53305381  -314.5096906
    53.26135102  2016.37428933   296.05610676]"
115,[-1035.87381773  -752.64904484  -754.38116866],"[-1035.87383998  -752.64477935  -754.38133617 -1277.00634339
  -129.71389649]","[-1035.8738806   -752.64650629  -754.39091574 -1276.94247399
  -129.74946367  1124.55224105  1174.62384789]"
116,[-2439.38310131   308.8799149   -622.88523321],"[-2439.38316222   308.87790595  -622.89773834  -736.2022115
   150.51129334]","[-2439.38305914   308.88030789  -622.89146617  -736.30230419
   150.54702214   901.31574259   166.57964217]"
117,[ 2053.51557862 -1564.6048137   -185.30955491],"[ 2053.51558687 -1564.60927935  -185.2981748  -1256.53259861
 -1397.47411206]","[ 2053.51559588 -1564.60915313  -185.29890575 -1256.52600918
 -1397.44075706   362.36214444 -1208.89990179]"
118,[-779.39545785 -919.28208951  383.16007921],"[ -779.39580325  -919.28337487   383.16528982  -114.96283799
 -1091.6007518 ]","[ -779.3957953   -919.28254584   383.17004861  -114.97934899
 -1091.6050605   1488.38710404  -567.85984841]"
119,[ 377.56354353 1489.71649399 1067.47801393],[ 377.56386066 1489.71059846 1067.47435897  165.9402368   362.2941663 ],"[ 377.56391019 1489.71276027 1067.48867784  165.8481902   362.26650675
 1292.43054941 2702.34045369]"
120,[-1212.22740938  -868.6825144    253.14023507],"[-1212.22714997  -868.67614615   253.11188838   802.73433558
 -1051.91862301]","[-1212.22715304  -868.67602313   253.11302635   802.7097754
 -1051.99867197   857.05272372  1176.62786097]"
121,[-1635.47572854  -396.21810787   968.83925213],"[-1635.47588548  -396.20606577   968.80757086   818.88590542
 -1329.39304508]","[-1635.47594778  -396.20826756   968.80077797   818.9514644
 -1329.41456536   432.44725125   582.51767231]"
122,[-1327.09758923  -250.01834255 -1383.78246153],"[-1327.09763669  -250.01281326 -1383.81036281  -747.18149227
  -489.45656697]","[-1327.09761452  -250.01296575 -1383.81614923  -747.18981108
  -489.48743683   439.26775268   961.7175344 ]"
123,[-2973.95663195  1212.83281934   159.00847128],"[-2973.95660259  1212.83407575   159.01868488  -558.95098991
   -80.40428386]","[-2973.95668647  1212.83159485   159.00956718  -558.85037597
   -80.38355167 -1629.17564105  -522.41558036]"
124,[-3117.90630054  1512.47508668    66.24733034],"[-3117.90623067  1512.47383693    66.2615912   -887.34276788
  -265.74608009]","[-3117.90627566  1512.47260026    66.25707339  -887.28572436
  -265.71980308 -1872.65884119  -355.09285373]"
125,[-2576.40546924   852.09358019   365.01546998],"[-2576.40557515   852.09919739   365.01438289  -784.34423817
  -148.45533681]","[-2576.40565082   852.09673983   365.00216805  -784.24649229
  -148.49910881 -2330.36762699  -173.60280298]"
126,[-1280.21850468   569.7577072    931.76011437],"[-1280.21850595   569.75988276   931.7595506   -523.14933243
  -752.94546968]","[-1280.21853677   569.75843378   931.74996209  -523.11191609
  -752.98368446   540.3596646   -830.34926606]"
161,[-2922.42116225  1353.22537034  -281.30459709],"[-2922.42105481  1353.22391404  -281.29823541  -670.66136812
  -230.4463588 ]","[-2922.42107018  1353.22360757  -281.29772293  -670.63717574
  -230.3775323   -696.59369175  -213.18990806]"
162,[-1286.07929138  -893.26482923   749.19607194],"[-1286.07970188  -893.26691526   749.20174965   691.77825995
   -90.28156487]","[-1286.07961059  -893.26342593   749.21556221   691.66927956
   -90.30272788   810.92386702  -728.74391918]"
163,[  260.39726277  -442.76582229 -2265.27333317],"[  260.39724775  -442.76836154 -2265.27922127  2484.45878281
   534.20309007]","[  260.39733848  -442.76602196 -2265.27185425  2484.35874667
   534.15153033   281.72604115    77.80314169]"
164,[  653.78176004 -2463.198518    1265.90019233],"[  653.78167277 -2463.19745678  1265.90522696  -322.27592175
 -1246.44399822]","[  653.7816083  -2463.19918352  1265.89969662  -322.19881737
 -1246.37624574   656.37088976    71.3283025 ]"
165,[-789.39805256  -28.92275452  512.62459233],[-789.39840793  -28.91986747  512.61513619  302.43777287 -954.1965363 ],"[-789.39834748  -28.91796047  512.62232035  302.39760461 -954.05884605
  118.26520222 2187.83964069]"
166,[-2717.99508934  1378.81391274   186.22348279],"[-2717.99512097  1378.8159755    186.23571675  -831.04508377
   -86.16911516]","[-2717.99518351  1378.81415392   186.22846292  -830.95526371
   -86.12462259 -1472.89449475 -1036.37263608]"
167,[ -269.36793796 -2072.43101734   441.70973142],"[ -269.36801124 -2072.432843     441.71345372  -493.82036896
  -390.75495413]","[ -269.36797895 -2072.43201796   441.7154672   -493.89937293
  -390.96456163   402.04555091   327.59747736]"
168,[-1486.96294188   992.89447773  -447.26060394],"[-1486.96288952   992.89453045  -447.26125664    56.95018401
    40.51485392]","[-1486.96288605   992.89480393  -447.2595729     56.93111514
    40.47763083   598.3044871   -797.97035461]"
169,[  16.71053545 -311.05591947 1465.18964441],[  16.71008959 -311.06979901 1465.21337542 1331.0589754  -147.28559104],"[  16.71020171 -311.0679543  1465.21744907 1330.9836648  -147.2194584
  722.41189719  546.52358383]"
170,[-1754.6759989   -987.15173715    89.76971623],"[-1754.67614269  -987.14766908    89.74658925   720.79229083
  1604.84612906]","[-1754.67609126  -987.14621462    89.74850745   720.71601115
  1604.76326135  -364.27614363   988.30961934]"
171,[ -983.84197792 -1255.81501019   393.15550274],"[ -983.84206271 -1255.80866061   393.13258651    39.37064105
  -398.45574466]","[ -983.84209508 -1255.80908698   393.13184933    39.37795282
  -398.50718908   875.87678265   -94.65914323]"
172,[-1034.93981216    93.8028582    721.09141497],"[-1034.93959196    93.80251602   721.08892212  -685.49684624
  -286.74302378]","[-1034.9396006     93.80310653   721.09931087  -685.53331126
  -286.8255452    504.12326574  -608.59839134]"
174,[-1123.17573051   389.42191238   318.8408294 ],"[-1123.17573653   389.4229491    318.83095042   400.88511886
    75.14774793]","[-1123.17574094   389.42225142   318.82622315   400.87364189
    75.06991858  -254.8331188   -233.11399891]"
175,[-1540.10573718  1033.72082031  -595.15578702],"[-1540.10565171  1033.72117268  -595.14971818    28.80429865
   389.24828969]","[-1540.1056841   1033.72050313  -595.15121894    28.83242215
   389.24463813   143.9580474   -879.24715057]"
176,[-1635.14418199   669.10099937  -290.26448795],"[-1635.14414903   669.09917779  -290.27401502  -124.59264795
   613.54011764]","[-1635.14403926   669.10237926  -290.26207654  -124.74236309
   613.44798609   172.13708456  -774.7035085 ]"
177,[-1147.18754238   326.29224651  -678.71166054],"[-1147.18739313   326.28970999  -678.70714706  -389.06808032
  -631.99205042]","[-1147.18739851   326.2887028   -678.71567129  -389.04966411
  -632.07812275 -1348.48430678   405.96144423]"
178,[-2074.82318948   286.92752863   187.93805946],"[-2074.82332052   286.92675492   187.92698624  -427.00063804
   497.24011637]","[-2074.82331526   286.92612709   187.92048313  -427.01448227
   497.13958375   -12.30654304  -360.62792138]"
179,[-2085.22963698   148.96400327   485.40267508],"[-2085.22979382   148.96362394   485.39056948  -262.17094102
   587.43964702]","[-2085.22975356   148.96397813   485.38836933  -262.20479913
   587.41192601  -122.35050367  -435.28579305]"
180,[-1904.38292905   975.92331096    55.45751588],"[-1904.38284536   975.92342195    55.45884378  -380.54932938
   212.47498175]","[-1904.38285823   975.92281622    55.4564243   -380.52632276
   212.49796936   208.79513317 -1168.34682691]"
181,[ 1565.74417605 -1546.2415819   2317.89061431],"[ 1565.74420664 -1546.24239373  2317.89364267    80.7964498
 -1710.56357209]","[ 1565.74419165 -1546.24218115  2317.89912516    80.81606786
 -1710.44168021    88.96859944 -1091.30047935]"
182,[ 265.67831145  960.40903696 1163.12861333],[ 265.6781337   960.40069024 1163.13525009  322.59205021 -864.29076931],"[  265.67820323   960.40235675  1163.14153187   322.45335263
  -864.48526901 -1549.01466817   410.91538111]"
183,[-2158.04632095   932.74410221   268.95410254],"[-2158.0460922    932.7465633    268.95708678  -485.86075269
  -524.36887107]","[-2158.04614237   932.74539875   268.95479054  -485.81368566
  -524.38202623   343.99031989  -308.90993597]"
184,[-1868.01140055   995.44559456   167.39346052],"[-1868.01146398   995.44837307   167.39542709  -481.29927439
  -771.71036495]","[-1868.01150109   995.44676745   167.38671631  -481.22656107
  -771.68601481   457.20967692 -1183.62520846]"
185,[-2104.15126034   915.67205173   161.91549764],"[-2104.1512807    915.67089251   161.92255174  -800.70995851
   125.44448819]","[-2104.15131186   915.66973743   161.91768579  -800.66917281
   125.42993749  -657.61016074  -664.78035875]"
186,[-1344.98374649  -914.51757401   173.03765459],"[-1344.98393115  -914.51328592   173.00906728  1869.99969173
   639.2017714 ]","[-1344.98385865  -914.51120415   173.01426442  1869.89367887
   639.13268576  -449.32550887   740.98180699]"
187,[-1127.61587409 -1149.07982211   443.9590314 ],"[-1127.61589862 -1149.08051077   443.95074985  -238.10703871
  -262.2028209 ]","[-1127.61586897 -1149.0796563    443.95206513  -238.13599759
  -262.20704342  1260.35315218   758.67028744]"
188,[1006.27370011  261.40200287 2396.94564357],[1006.27350368  261.39784332 2396.96622952  409.42161061 -459.78071827],"[1006.27351877  261.398119   2396.96911874  409.46199763 -459.57587588
  248.56133067 1319.08307122]"
189,[1136.56348491  815.29073112 1547.03672314],[1136.56347435  815.28769903 1547.06105291  356.83498128 -155.75786985],"[1136.56343293  815.28590646 1547.05444674  356.94932702 -155.55580465
  419.98337776 1065.95553859]"
190,[ 948.95441161  262.06806066 2090.91275284],[ 948.95422272  262.06727599 2090.91270974  957.20339218 -270.85464504],"[ 948.95427961  262.06881967 2090.91956594  957.16929425 -270.73865864
  865.9021697  1968.26969323]"
191,[-977.70566604   66.42450731 -918.33060801],[-977.70528007   66.42492436 -918.2989456   116.41350259 -317.98509455],"[-977.70542472   66.42111022 -918.31089344  116.60798735 -317.88558114
 -874.31339347  -49.97290868]"
192,[  190.10269911 -2194.0371715   2312.71868999],"[  190.10256956 -2194.03656109  2312.72143738  -136.16174148
  4217.50723773]","[  190.1025525  -2194.03702755  2312.72018743  -136.13031601
  4217.54623417  -816.19516828  -407.8647325 ]"
193,[  196.72073745 -2162.21409495  2271.76865777],"[  196.7205859  -2162.21342286  2271.7672113    -89.14876284
  4185.33337791]","[  196.72058826 -2162.21339157  2271.76784621   -89.13669819
  4185.38960362  -868.99534382  -470.74388362]"
194,[  284.04047825 -2110.46856855  2345.94606843],"[  284.04034064 -2110.46703332  2345.9510546      8.30613078
  4406.24533833]","[  284.04029674 -2110.46812641  2345.94700005     8.36709045
  4406.29323924  -808.32892468  -544.49557301]"
195,[  266.24474254 -2074.88036624  2407.08958472],"[  266.24464002 -2074.87835676  2407.09910739    91.45612296
  4550.08279281]","[  266.24457273 -2074.88008956  2407.09241818    91.54411639
  4550.12673718  -848.91942182  -588.49040132]"
196,[  297.22132422 -2164.75083351  2351.49277268],"[  297.22118867 -2164.74911674  2351.49797848   -12.33351821
  4396.68413788]","[  297.22114461 -2164.75018602  2351.49430212   -12.27344106
  4396.73026406  -753.40044444  -451.87786285]"
197,[  223.09088081 -2121.10383587  2374.96189905],"[ 2.23090751e+02 -2.12110216e+03  2.37496403e+03  1.88464787e+00
  4.44046867e+03]","[ 2.23090717e+02 -2.12110321e+03  2.37495988e+03  1.94120880e+00
  4.44052401e+03 -9.38278801e+02 -5.88542259e+02]"
198,[ -75.61354144 1225.8502453  -411.41860248],[ -75.61390962 1225.83700137 -411.43320203  800.80836795  203.47759987],"[  -75.6136047   1225.84665722  -411.39924227   800.39689071
   203.30989193 -2458.74235906  1004.9418793 ]"
199,[ 550.86540749  659.57107093 1305.84732145],"[  550.8650825    659.56946548  1305.8641322    800.66600687
 -1861.76212192]","[  550.86502394   659.56812317  1305.85857785   800.74892086
 -1861.69211685   521.31426925 -1617.51707803]"
200,[  947.95867744  -539.80648453 -2813.74045985],"[  947.9586313   -539.80751304 -2813.71567234  3112.46619132
   269.35228741]","[  947.95852028  -539.81069603 -2813.72958673  3112.60151627
   269.32983472  -872.48710754  -138.78525022]"
201,[  967.60963098  -535.94853973 -2846.65995777],"[  967.60955751  -535.94933908 -2846.63960439  3168.78818749
   230.16546945]","[  967.60946347  -535.9520767  -2846.65177755  3168.90611144
   230.15965229  -910.04942209  -176.43814922]"
