char,pca_3,pca_5,pca_7
223,[ 489.39554904   18.59614497 -229.72197465],[ 489.39554904   18.59614497 -229.72197465   45.42336074 -243.89559839],"[ 489.39554904   18.59614497 -229.72197465   45.42336074 -243.89559839
  458.31306717   39.8542623 ]"
224,[ 115.67045656 -411.44682449 -123.41175373],[ 115.67045656 -411.44682449 -123.41175373 -594.39023282   -4.51099063],"[ 115.67045656 -411.44682449 -123.41175373 -594.39023282   -4.51099063
   12.63034394  241.97995983]"
225,[ 133.66282788 -411.9396552  -163.32979206],[ 133.66282788 -411.9396552  -163.32979206 -602.76330208    3.64337055],"[ 133.66282788 -411.9396552  -163.32979206 -602.76330208    3.64337055
   72.51737688  218.32062337]"
226,[ 147.50302904 -446.57512496  -85.17076905],[ 147.50302904 -446.57512496  -85.17076905 -554.19881552  113.38790326],"[ 147.50302904 -446.57512496  -85.17076905 -554.19881552  113.38790326
  113.39386321  237.5067    ]"
227,[ 212.63476955 -384.69506606   -5.98530363],"[ 2.12634770e+02 -3.84695066e+02 -5.98530363e+00 -5.43934754e+02
  1.10293737e-01]","[ 2.12634770e+02 -3.84695066e+02 -5.98530363e+00 -5.43934754e+02
  1.10293737e-01  1.81808274e+02  2.86208704e+02]"
228,[ 195.88620626 -369.41700658    4.75195736],[ 195.88620626 -369.41700658    4.75195736 -637.08185882  -32.10630929],"[ 195.88620626 -369.41700658    4.75195736 -637.08185882  -32.10630929
   99.93219645  281.78840621]"
229,[ 116.27049574 -429.71059964 -138.52171512],[ 116.27049574 -429.71059964 -138.52171512 -565.28803485  104.54053602],"[ 116.27049574 -429.71059964 -138.52171512 -565.28803485  104.54053602
  129.09796477  239.20605068]"
230,[-155.49345399  110.81207757 -176.32481765],[-155.49345399  110.81207757 -176.32481765  105.93585021 -207.44772848],"[-155.49345399  110.81207757 -176.32481765  105.93585021 -207.44772848
 -111.56756241  606.86396813]"
231,[-392.90092941 -149.60782063  -30.15724271],[-392.90092941 -149.60782063  -30.15724271  282.39399175 -118.60259533],"[-392.90092941 -149.60782063  -30.15724271  282.39399175 -118.60259533
 -221.20571208  -74.30652465]"
232,[  67.55152707 -392.26224407  102.08475854],[  67.55152707 -392.26224407  102.08475854 -485.78746871   78.04835884],"[  67.55152707 -392.26224407  102.08475854 -485.78746871   78.04835884
 -218.00015209  188.38546402]"
233,[  98.81279103 -394.78663236   83.52475055],[  98.81279103 -394.78663236   83.52475055 -495.88490826   42.39830819],"[  98.81279103 -394.78663236   83.52475055 -495.88490826   42.39830819
 -172.20899177  182.35304855]"
234,[ 102.14593565 -423.02820135  143.49747103],[ 102.14593565 -423.02820135  143.49747103 -446.72212517  161.28052707],"[ 102.14593565 -423.02820135  143.49747103 -446.72212517  161.28052707
 -131.02668204  199.60905135]"
235,[ 149.51124925 -345.4457245   236.75499491],[ 149.51124925 -345.4457245   236.75499491 -531.09025273   27.34641245],"[ 149.51124925 -345.4457245   236.75499491 -531.09025273   27.34641245
 -149.51135086  245.67314564]"
236,[-465.25274582   44.33549724  356.32165047],[-465.25274582   44.33549724  356.32165047  -15.70120659 -121.98918128],"[-465.25274582   44.33549724  356.32165047  -15.70120659 -121.98918128
 -440.04549201   32.89384359]"
237,[-651.17675833  261.90568268 -181.82492498],[-651.17675833  261.90568268 -181.82492498 -117.59781859   74.93748541],"[-651.17675833  261.90568268 -181.82492498 -117.59781859   74.93748541
    6.94480829   69.11687704]"
238,[-455.52715796   64.20606928  352.45679374],[-455.52715796   64.20606928  352.45679374  -50.65179353   10.77342524],"[-455.52715796   64.20606928  352.45679374  -50.65179353   10.77342524
 -344.67083794    1.29037267]"
239,[-457.25959546   92.83491699  318.06743005],[-457.25959546   92.83491699  318.06743005  -44.0805856     7.53140259],"[-457.25959546   92.83491699  318.06743005  -44.0805856     7.53140259
 -357.59713082   14.14016625]"
240,[ 435.74637742 -366.79798752 -303.30297191],[ 435.74637742 -366.79798752 -303.30297191 -361.26201141  235.61247299],"[ 435.74637742 -366.79798752 -303.30297191 -361.26201141  235.61247299
  298.46054223  -74.19193892]"
241,[ 511.89782143 -383.09225152 -254.00987906],[ 511.89782143 -383.09225152 -254.00987906 -262.89755962   -3.12837052],"[ 511.89782143 -383.09225152 -254.00987906 -262.89755962   -3.12837052
   87.37007488 -169.36543469]"
242,[ 469.93293214 -187.31277911 -230.11451647],[ 469.93293214 -187.31277911 -230.11451647 -520.36561517   94.98460847],"[ 469.93293214 -187.31277911 -230.11451647 -520.36561517   94.98460847
  -78.16399449  -45.96962085]"
243,[ 455.34544956 -184.62231395 -315.23080174],[ 455.34544956 -184.62231395 -315.23080174 -535.2199054   184.13384109],"[ 455.34544956 -184.62231395 -315.23080174 -535.2199054   184.13384109
   -9.97707671  -90.78811599]"
244,[ 491.89297284 -209.12011728 -200.27558241],[ 491.89297284 -209.12011728 -200.27558241 -502.36757183  246.8451799 ],"[ 491.89297284 -209.12011728 -200.27558241 -502.36757183  246.8451799
   47.93501788  -76.53115057]"
245,[ 561.77690525 -153.4975368  -194.30220755],[ 561.77690525 -153.4975368  -194.30220755 -497.83129501  133.40694188],"[ 561.77690525 -153.4975368  -194.30220755 -497.83129501  133.40694188
   75.46754226  -29.00145028]"
246,[ 533.95122481 -143.67828339 -161.08717169],[ 533.95122481 -143.67828339 -161.08717169 -553.07751545  120.63101687],"[ 533.95122481 -143.67828339 -161.08717169 -553.07751545  120.63101687
   40.80441047  -45.92295465]"
247,[-429.38507771  149.94829354 -347.18061097],[-429.38507771  149.94829354 -347.18061097  -16.64150337 -141.20378414],"[-429.38507771  149.94829354 -347.18061097  -16.64150337 -141.20378414
 -118.08996962 -146.73929646]"
248,[ 366.1368639  -218.0269627  -302.90579686],[ 366.1368639  -218.0269627  -302.90579686 -401.18678464  -92.86597723],"[ 366.1368639  -218.0269627  -302.90579686 -401.18678464  -92.86597723
   -4.02059412  220.16913652]"
249,[ 493.06133482 -283.67029297 -201.69626821],[ 493.06133482 -283.67029297 -201.69626821 -410.74401831 -174.31608751],"[ 493.06133482 -283.67029297 -201.69626821 -410.74401831 -174.31608751
   34.48617229 -280.56578276]"
250,[ 474.20244723 -281.52226529 -292.74745801],[ 474.20244723 -281.52226529 -292.74745801 -430.73421362  -75.25619384],"[ 474.20244723 -281.52226529 -292.74745801 -430.73421362  -75.25619384
  104.67415851 -327.22809426]"
251,[ 511.6167172  -305.06971268 -177.41472136],[ 511.6167172  -305.06971268 -177.41472136 -398.53922146  -15.34951353],"[ 511.6167172  -305.06971268 -177.41472136 -398.53922146  -15.34951353
  162.94745765 -313.0422408 ]"
252,[ 553.49403755 -240.05398565 -139.99758811],[ 553.49403755 -240.05398565 -139.99758811 -447.62082037 -140.44985099],"[ 553.49403755 -240.05398565 -139.99758811 -447.62082037 -140.44985099
  155.8382913  -282.80013105]"
253,[-346.16403462 -103.38836896  -63.85665437],[-346.16403462 -103.38836896  -63.85665437  353.79788371 -319.22018854],"[-346.16403462 -103.38836896  -63.85665437  353.79788371 -319.22018854
  172.50091125   43.77219282]"
254,[ 452.55827449 -319.07916253 -339.23062362],[ 452.55827449 -319.07916253 -339.23062362  353.53396511 -290.59312551],"[ 452.55827449 -319.07916253 -339.23062362  353.53396511 -290.59312551
 -164.2749575  -353.21343859]"
255,[-343.22746672 -120.31655791  -85.72831799],[-343.22746672 -120.31655791  -85.72831799  380.96009788 -410.15041757],"[-343.22746672 -120.31655791  -85.72831799  380.96009788 -410.15041757
   83.46954054   47.31191167]"
256,[ 304.09047547 -649.20002256 -148.08272905],[ 304.09047547 -649.20002256 -148.08272905  445.51530443  854.86745161],"[ 304.09047547 -649.20002256 -148.08272905  445.51530443  854.86745161
 -182.34868776  -20.62437361]"
257,[ 140.77126465 -413.44853429 -135.50635093],[ 140.77126465 -413.44853429 -135.50635093 -639.20019938   10.62738849],"[ 140.77126465 -413.44853429 -135.50635093 -639.20019938   10.62738849
    1.90845292  262.97100606]"
258,[ 304.40333082 -638.6497978  -155.22949555],[ 304.40333082 -638.6497978  -155.22949555  477.93517452  882.5398701 ],"[ 304.40333082 -638.6497978  -155.22949555  477.93517452  882.5398701
 -151.89764021  -59.86887958]"
259,[ 153.70113231 -444.9382352   -80.3132115 ],[ 153.70113231 -444.9382352   -80.3132115  -581.10824353   26.9972269 ],"[ 153.70113231 -444.9382352   -80.3132115  -581.10824353   26.9972269
   92.67221618  260.53877226]"
260,[ 340.67166188 -304.85050207  -82.7337704 ],[ 340.67166188 -304.85050207  -82.7337704   416.0722628   370.96008388],"[ 340.67166188 -304.85050207  -82.7337704   416.0722628   370.96008388
  128.86614626 -134.76301809]"
261,[  26.71746509 -515.80096209 -156.05322535],[  26.71746509 -515.80096209 -156.05322535  219.38959342 -202.96223928],"[  26.71746509 -515.80096209 -156.05322535  219.38959342 -202.96223928
   42.08148814 -152.38358436]"
262,[374.98464546 373.6363125  317.34701247],[ 374.98464546  373.6363125   317.34701247 -201.18706778   44.75161112],"[ 374.98464546  373.6363125   317.34701247 -201.18706778   44.75161112
  187.24241882 -454.21990924]"
263,[-329.70460785  -72.69705881  240.72269242],[-329.70460785  -72.69705881  240.72269242 -173.61507517  -88.99855506],"[-329.70460785  -72.69705881  240.72269242 -173.61507517  -88.99855506
 -234.52400858  110.47879198]"
264,[392.53809831 387.84662371 346.8590484 ],[ 392.53809831  387.84662371  346.8590484  -176.28048675   87.6979041 ],"[ 392.53809831  387.84662371  346.8590484  -176.28048675   87.6979041
  150.24334676 -462.91879447]"
265,[-339.15219444  -70.99395871  256.79777344],[-339.15219444  -70.99395871  256.79777344 -141.44684752   12.2492694 ],"[-339.15219444  -70.99395871  256.79777344 -141.44684752   12.2492694
 -177.73268359  123.07400759]"
266,[365.01982294 366.66299509 305.36081626],[ 365.01982294  366.66299509  305.36081626 -209.21998236   19.37725641],"[ 365.01982294  366.66299509  305.36081626 -209.21998236   19.37725641
  179.75074075 -449.1266065 ]"
267,[-345.90710889  -55.15593967  250.23757853],[-345.90710889  -55.15593967  250.23757853 -191.19153058  -37.85184659],"[-345.90710889  -55.15593967  250.23757853 -191.19153058  -37.85184659
 -239.63857541   78.50789945]"
268,[391.69607024 393.67633731 346.78071162],[ 391.69607024  393.67633731  346.78071162 -169.7702017   116.54765949],"[ 391.69607024  393.67633731  346.78071162 -169.7702017   116.54765949
  189.25726272 -471.14636021]"
269,[-339.46312094  -74.78736887  249.12778881],[-339.46312094  -74.78736887  249.12778881 -161.83632009   33.31128642],"[-339.46312094  -74.78736887  249.12778881 -161.83632009   33.31128642
 -179.72118426  123.15122652]"
270,[771.15912348 512.77978409 364.23910156],[771.15912348 512.77978409 364.23910156 163.26852413  48.83270991],"[ 771.15912348  512.77978409  364.23910156  163.26852413   48.83270991
  109.86340368 -206.9466985 ]"
271,[ 155.64317207  104.70869186 -421.42830411],[ 155.64317207  104.70869186 -421.42830411  -28.77030793  -38.60652417],"[ 155.64317207  104.70869186 -421.42830411  -28.77030793  -38.60652417
  376.65202827  222.7847647 ]"
272,[671.30952946 402.58180886 501.48404411],[ 671.30952946  402.58180886  501.48404411  167.54345283 -160.19172851],"[ 671.30952946  402.58180886  501.48404411  167.54345283 -160.19172851
  148.42031144  -58.78701831]"
273,[ 560.34483454 -330.24584682 -369.83705436],[ 560.34483454 -330.24584682 -369.83705436 -417.98820663  -76.10222532],"[ 560.34483454 -330.24584682 -369.83705436 -417.98820663  -76.10222532
  206.63298717   54.11269707]"
274,[-12.48477044 -40.21076177 959.85300411],[-12.48477044 -40.21076177 959.85300411  13.68950942 119.97564495],"[-12.48477044 -40.21076177 959.85300411  13.68950942 119.97564495
 253.00832337 -25.17152566]"
275,[  97.33124086 -392.60291151   96.67601846],[  97.33124086 -392.60291151   96.67601846 -531.16329047   66.42739049],"[  97.33124086 -392.60291151   96.67601846 -531.16329047   66.42739049
 -241.87852105  222.15042759]"
276,[-11.34884337 -30.01866901 953.35592608],[-11.34884337 -30.01866901 953.35592608  47.76171283 148.01004761],"[-11.34884337 -30.01866901 953.35592608  47.76171283 148.01004761
 285.00372075 -62.79865786]"
277,[ 109.07278999 -425.15182171  151.33332331],[ 109.07278999 -425.15182171  151.33332331 -474.37137406   88.48334559],"[ 109.07278999 -425.15182171  151.33332331 -474.37137406   88.48334559
 -153.2990736   219.30380145]"
278,[-38.65775098 -50.2667658  919.33792245],[-38.65775098 -50.2667658  919.33792245   4.2234898   59.54309758],"[-38.65775098 -50.2667658  919.33792245   4.2234898   59.54309758
 280.18417636 -38.51008929]"
279,[  80.56579491 -367.702534     93.30850821],[  80.56579491 -367.702534     93.30850821 -488.3348464    93.18714083],"[  80.56579491 -367.702534     93.30850821 -488.3348464    93.18714083
 -194.67149107  167.2496685 ]"
280,[-139.47140524 -259.18739373  308.76287582],[-139.47140524 -259.18739373  308.76287582  212.8462563  -231.92142168],"[-139.47140524 -259.18739373  308.76287582  212.8462563  -231.92142168
 -166.03050056  -92.84081731]"
281,[  -3.00229772 -361.13665879   20.60583661],[  -3.00229772 -361.13665879   20.60583661  395.31205446 -306.9496873 ],"[  -3.00229772 -361.13665879   20.60583661  395.31205446 -306.9496873
   -2.34163734 -219.540339  ]"
282,[ -9.38377691 -22.59549784 962.2524756 ],[ -9.38377691 -22.59549784 962.2524756   44.77161062 160.43461203],"[ -9.38377691 -22.59549784 962.2524756   44.77161062 160.43461203
 287.87652722 -60.83322915]"
283,[  95.29293781 -411.58457774  133.86143965],[  95.29293781 -411.58457774  133.86143965 -508.61190685  125.43087235],"[  95.29293781 -411.58457774  133.86143965 -508.61190685  125.43087235
 -143.2809204   206.13194008]"
284,[695.68765757 684.06448696 138.55246621],[ 695.68765757  684.06448696  138.55246621 -108.11323793  422.24862535],"[ 695.68765757  684.06448696  138.55246621 -108.11323793  422.24862535
   90.88466464   72.99298305]"
285,[ 101.62736999 -575.74193782  -51.03082856],[ 101.62736999 -575.74193782  -51.03082856  661.75378865 -171.2224139 ],"[ 101.62736999 -575.74193782  -51.03082856  661.75378865 -171.2224139
  371.63237637 -249.29286232]"
286,[687.38914714 682.89814499 130.94551764],[ 687.38914714  682.89814499  130.94551764 -104.17320949  438.88493912],"[ 687.38914714  682.89814499  130.94551764 -104.17320949  438.88493912
  124.51785555   54.12443833]"
287,[ 108.12583287 -579.25713928  -42.79653174],[ 108.12583287 -579.25713928  -42.79653174  671.16907539  -96.30989808],"[ 108.12583287 -579.25713928  -42.79653174  671.16907539  -96.30989808
  368.78918546 -253.64671393]"
288,[659.07382872 661.7003509   97.54491142],[ 659.07382872  661.7003509    97.54491142 -146.54897317  349.79100361],"[ 659.07382872  661.7003509    97.54491142 -146.54897317  349.79100361
  130.83888952   78.02785595]"
289,[  66.47850034 -598.03905416 -155.44812277],[  66.47850034 -598.03905416 -155.44812277  659.38801643 -216.1217421 ],"[  66.47850034 -598.03905416 -155.44812277  659.38801643 -216.1217421
  263.24245296 -260.29863511]"
290,[ 294.6865234   332.50545315 -416.47989646],[ 294.6865234   332.50545315 -416.47989646   96.35805432 -128.3584946 ],"[ 294.6865234   332.50545315 -416.47989646   96.35805432 -128.3584946
 -401.74509709  -40.5071451 ]"
291,[  80.40376824 -585.26654129 -108.72423786],[  80.40376824 -585.26654129 -108.72423786  662.93175237 -130.4258356 ],"[  80.40376824 -585.26654129 -108.72423786  662.93175237 -130.4258356
  337.29409014 -261.59714698]"
292,[661.90775962 354.03727704 198.59846506],[661.90775962 354.03727704 198.59846506 588.22833898 -44.71991028],"[ 661.90775962  354.03727704  198.59846506  588.22833898  -44.71991028
 -206.24192899 -108.3424755 ]"
293,[ 585.90344057 -271.25604808 -303.72491337],[ 585.90344057 -271.25604808 -303.72491337 -124.80108215 -210.99939146],"[ 585.90344057 -271.25604808 -303.72491337 -124.80108215 -210.99939146
 -130.64960748 -225.12951991]"
294,[ 820.72811661  327.51593322 -261.06066313],[ 820.72811661  327.51593322 -261.06066313  609.56905755 -116.50168239],"[ 820.72811661  327.51593322 -261.06066313  609.56905755 -116.50168239
 -158.81009465   40.3152736 ]"
295,[ 567.66094862 -345.63230966 -181.07985764],[ 567.66094862 -345.63230966 -181.07985764 -132.8375143  -206.2869365 ],"[ 567.66094862 -345.63230966 -181.07985764 -132.8375143  -206.2869365
 -119.32986327 -143.05439714]"
296,[-178.6696358   -86.24970543  575.17568551],[-178.6696358   -86.24970543  575.17568551  137.47044341  -68.47681868],"[-178.6696358   -86.24970543  575.17568551  137.47044341  -68.47681868
 -275.1819456  -246.98283114]"
297,[-118.26944976 -107.81061229  320.74760154],[-118.26944976 -107.81061229  320.74760154   70.53957203  -77.51097398],"[-118.26944976 -107.81061229  320.74760154   70.53957203  -77.51097398
 -221.75300987 -281.94536436]"
298,[-559.300508    102.78217281  308.52750589],[-559.300508    102.78217281  308.52750589   16.93572914  193.47879565],"[-559.300508    102.78217281  308.52750589   16.93572914  193.47879565
 -394.18023386   73.55197866]"
299,[-478.34057816   50.39413521  282.97712196],[-478.34057816   50.39413521  282.97712196  -90.75431608    1.49662789],"[-478.34057816   50.39413521  282.97712196  -90.75431608    1.49662789
 -448.64813863   15.71998855]"
300,[-570.2663018   109.01456869  297.52723652],[-570.2663018   109.01456869  297.52723652   35.60060218  191.07455644],"[-570.2663018   109.01456869  297.52723652   35.60060218  191.07455644
 -396.54218583   42.83281799]"
301,[-464.56228185   46.33292277  315.01533252],[-464.56228185   46.33292277  315.01533252   12.9538014     8.74867668],"[-464.56228185   46.33292277  315.01533252   12.9538014     8.74867668
 -366.17384402    7.53531492]"
302,[-726.67687183  269.29085141 -282.23326916],[-726.67687183  269.29085141 -282.23326916   17.52738529  154.38875231],"[-726.67687183  269.29085141 -282.23326916   17.52738529  154.38875231
  180.11810965   14.44468176]"
303,[-717.56919017  250.8478827  -225.90596099],[-717.56919017  250.8478827  -225.90596099   36.91826929  -29.32980634],"[-717.56919017  250.8478827  -225.90596099   36.91826929  -29.32980634
  -50.53697207   27.65013098]"
304,[-679.04085659  298.29857853 -246.83158377],[-679.04085659  298.29857853 -246.83158377  -43.53895623  210.32660758],"[-679.04085659  298.29857853 -246.83158377  -43.53895623  210.32660758
  151.39380538   50.78645694]"
305,[-631.9546811   283.71717825 -187.1834772 ],[-631.9546811   283.71717825 -187.1834772  -111.24028389 -125.30910843],"[-631.9546811   283.71717825 -187.1834772  -111.24028389 -125.30910843
 -105.31393305   91.21354904]"
306,[793.0400493   30.17882148 -20.72456005],[ 793.0400493    30.17882148  -20.72456005   60.16761868 -384.58169586],"[ 793.0400493    30.17882148  -20.72456005   60.16761868 -384.58169586
  -60.66211702 -148.02931585]"
307,[ 179.21529198 -646.46483785   13.6598759 ],[ 179.21529198 -646.46483785   13.6598759   219.89974397 -349.37656694],"[ 179.21529198 -646.46483785   13.6598759   219.89974397 -349.37656694
  -32.19710436 -218.29957111]"
308,[-572.39624587  323.86611603 -279.26614334],[-572.39624587  323.86611603 -279.26614334  -20.9042721   258.46003104],"[-572.39624587  323.86611603 -279.26614334  -20.9042721   258.46003104
  324.94134223   21.76571727]"
309,[-571.2106435    90.99445373  204.59194207],[-571.2106435    90.99445373  204.59194207  122.85487119   11.14762643],"[-571.2106435    90.99445373  204.59194207  122.85487119   11.14762643
 -326.91068104   12.9765372 ]"
310,[ -62.69974665 -298.30108796  261.66802501],[ -62.69974665 -298.30108796  261.66802501  197.45175119   97.36318909],"[ -62.69974665 -298.30108796  261.66802501  197.45175119   97.36318909
  121.39061937  102.232174  ]"
311,[-103.29122609 -269.93611455  178.99026141],[-103.29122609 -269.93611455  178.99026141  312.92749851 -284.04770086],"[-103.29122609 -269.93611455  178.99026141  312.92749851 -284.04770086
  151.55736531  105.41260874]"
312,[-128.03002208 -339.32344616   97.82795089],[-128.03002208 -339.32344616   97.82795089   46.07409126 -361.13395563],"[-128.03002208 -339.32344616   97.82795089   46.07409126 -361.13395563
   46.05116043   73.56155634]"
313,[-106.28037832  -63.71363787  712.43203467],[-106.28037832  -63.71363787  712.43203467  -57.63685537 -117.95062396],"[-106.28037832  -63.71363787  712.43203467  -57.63685537 -117.95062396
 -118.15983137 -174.33483826]"
314,[-698.96897016  294.25882622 -169.01931114],[-698.96897016  294.25882622 -169.01931114  -45.38014629  200.334437  ],"[-698.96897016  294.25882622 -169.01931114  -45.38014629  200.334437
    6.27816633   95.30227698]"
315,[-251.55383786 -122.13955976  372.76975016],[-251.55383786 -122.13955976  372.76975016  222.37566748 -286.46744602],"[-251.55383786 -122.13955976  372.76975016  222.37566748 -286.46744602
 -173.54519078 -209.3138572 ]"
316,[-694.1940908   269.95384633 -184.05131105],[-694.1940908   269.95384633 -184.05131105   10.86903738  211.97789902],"[-694.1940908   269.95384633 -184.05131105   10.86903738  211.97789902
   41.5471503    12.95406253]"
317,[ -98.81261053 -127.82035337  678.89222989],[ -98.81261053 -127.82035337  678.89222989  -95.1925797   -79.44434932],"[ -98.81261053 -127.82035337  678.89222989  -95.1925797   -79.44434932
   20.79199492 -144.03651919]"
318,[-499.3846578   -37.99802208  393.50033515],[-499.3846578   -37.99802208  393.50033515   29.9216324   171.02433098],"[-499.3846578   -37.99802208  393.50033515   29.9216324   171.02433098
 -288.20528038   27.86960264]"
319,[369.03963181  43.08126895 158.60861408],[ 369.03963181   43.08126895  158.60861408 -138.56357756 -329.87063984],"[ 369.03963181   43.08126895  158.60861408 -138.56357756 -329.87063984
  -25.26851537 -427.16037059]"
320,[-427.57149859 -129.4560522   364.0614563 ],[-427.57149859 -129.4560522   364.0614563    15.97119412   39.02847403],"[-427.57149859 -129.4560522   364.0614563    15.97119412   39.02847403
 -369.37319665   75.67515061]"
321,[-200.3937412  -137.34988108  662.51427893],[-200.3937412  -137.34988108  662.51427893 -132.61146726 -117.82015942],"[-200.3937412  -137.34988108  662.51427893 -132.61146726 -117.82015942
 -169.21710912   15.07644415]"
322,[-699.52406565  215.70592122 -250.91054147],[-699.52406565  215.70592122 -250.91054147  -16.27605375  157.95775292],"[-699.52406565  215.70592122 -250.91054147  -16.27605375  157.95775292
  125.12976369  137.70258381]"
